,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,1,16,0.9974,100.0,0.5182
2,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,5,16,0.8489,100.0,0.592
3,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,10,16,0.6361,100.0,0.692
4,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,15,16,0.3162,100.0,0.8182
5,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,1,16,1.0041,100.0,0.5115
6,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,5,16,0.9109,100.0,0.5581
7,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,10,16,0.7835,100.0,0.6206
8,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,15,16,0.6312,100.0,0.6909
9,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,1,16,1.0008,100.0,0.5148
10,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,5,16,0.8824,100.0,0.5734
11,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,10,16,0.7344,100.0,0.6433
12,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,15,16,0.5861,100.0,0.707
13,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,1,16,1.0002,100.0,0.5154
14,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,5,16,0.8769,100.0,0.5763
15,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,10,16,0.723,100.0,0.6481
16,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,15,16,0.5691,100.0,0.7123
17,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,1,16,1.0035,100.0,0.5121
18,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,5,16,0.9063,100.0,0.5604
19,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,10,16,0.7808,100.0,0.6207
20,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,15,16,0.6485,100.0,0.6794
21,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,1,16,1.0084,100.0,0.5072
22,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,5,16,0.9498,100.0,0.5366
23,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,10,16,0.8717,100.0,0.5755
24,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,15,16,0.7843,100.0,0.618
1,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,1,16,0.9974,100.0,0.5182
2,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,5,16,0.8489,100.0,0.592
3,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,10,16,0.6361,100.0,0.692
4,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,1,15,16,0.3162,100.0,0.8182
5,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,1,16,1.0041,100.0,0.5115
6,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,5,16,0.9109,100.0,0.5581
7,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,10,16,0.7835,100.0,0.6206
8,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,2,15,16,0.6312,100.0,0.6909
9,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,1,16,1.0008,100.0,0.5148
10,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,5,16,0.8824,100.0,0.5734
11,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,10,16,0.7344,100.0,0.6433
12,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,3,15,16,0.5861,100.0,0.707
13,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,1,16,1.0002,100.0,0.5154
14,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,5,16,0.8769,100.0,0.5763
15,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,10,16,0.723,100.0,0.6481
16,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,4,15,16,0.5691,100.0,0.7123
17,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,1,16,1.0035,100.0,0.5121
18,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,5,16,0.9063,100.0,0.5604
19,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,10,16,0.7808,100.0,0.6207
20,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,5,15,16,0.6485,100.0,0.6794
21,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,1,16,1.0084,100.0,0.5072
22,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,5,16,0.9498,100.0,0.5366
23,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,10,16,0.8717,100.0,0.5755
24,alcove,,hinge,abstract,0.0033,0.03,6.5,2,0,6,15,16,0.7843,100.0,0.618
25,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,1,1,16,0.9974,100.0,0.5182
26,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,1,5,16,0.8489,100.0,0.592
27,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,1,10,16,0.6361,100.0,0.692
28,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,1,15,16,0.3162,100.0,0.8182
29,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,2,1,16,1.0041,100.0,0.5115
30,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,2,5,16,0.9109,100.0,0.5581
31,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,2,10,16,0.7835,100.0,0.6206
32,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,2,15,16,0.6312,100.0,0.6909
33,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,3,1,16,1.0008,100.0,0.5148
34,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,3,5,16,0.8824,100.0,0.5734
35,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,3,10,16,0.7344,100.0,0.6433
36,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,3,15,16,0.5861,100.0,0.707
37,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,4,1,16,1.0002,100.0,0.5154
38,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,4,5,16,0.8769,100.0,0.5763
39,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,4,10,16,0.723,100.0,0.6481
40,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,4,15,16,0.5691,100.0,0.7123
41,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,5,1,16,1.0035,100.0,0.5121
42,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,5,5,16,0.9063,100.0,0.5604
43,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,5,10,16,0.7808,100.0,0.6207
44,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,5,15,16,0.6485,100.0,0.6794
45,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,6,1,16,1.0084,100.0,0.5072
46,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,6,5,16,0.9498,100.0,0.5366
47,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,6,10,16,0.8717,100.0,0.5755
48,alcove,,hinge,abstract,0.0033,0.03,6.5,2,1,6,15,16,0.7843,100.0,0.618
49,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,1,1,16,0.9974,100.0,0.5182
50,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,1,5,16,0.8489,100.0,0.592
51,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,1,10,16,0.6361,100.0,0.692
52,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,1,15,16,0.3162,100.0,0.8182
53,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,2,1,16,1.0041,100.0,0.5115
54,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,2,5,16,0.9109,100.0,0.5581
55,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,2,10,16,0.7835,100.0,0.6206
56,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,2,15,16,0.6312,100.0,0.6909
57,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,3,1,16,1.0008,100.0,0.5148
58,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,3,5,16,0.8824,100.0,0.5734
59,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,3,10,16,0.7344,100.0,0.6433
60,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,3,15,16,0.5861,100.0,0.707
61,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,4,1,16,1.0002,100.0,0.5154
62,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,4,5,16,0.8769,100.0,0.5763
63,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,4,10,16,0.723,100.0,0.6481
64,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,4,15,16,0.5691,100.0,0.7123
65,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,5,1,16,1.0035,100.0,0.5121
66,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,5,5,16,0.9063,100.0,0.5604
67,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,5,10,16,0.7808,100.0,0.6207
68,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,5,15,16,0.6485,100.0,0.6794
69,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,6,1,16,1.0084,100.0,0.5072
70,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,6,5,16,0.9498,100.0,0.5366
71,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,6,10,16,0.8717,100.0,0.5755
72,alcove,,hinge,abstract,0.0033,0.03,6.5,2,2,6,15,16,0.7843,100.0,0.618
73,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,1,1,16,0.9974,100.0,0.5182
74,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,1,5,16,0.8489,100.0,0.592
75,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,1,10,16,0.6361,100.0,0.692
76,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,1,15,16,0.3162,100.0,0.8182
77,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,2,1,16,1.0041,100.0,0.5115
78,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,2,5,16,0.9109,100.0,0.5581
79,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,2,10,16,0.7835,100.0,0.6206
80,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,2,15,16,0.6312,100.0,0.6909
81,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,3,1,16,1.0008,100.0,0.5148
82,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,3,5,16,0.8824,100.0,0.5734
83,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,3,10,16,0.7344,100.0,0.6433
84,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,3,15,16,0.5861,100.0,0.707
85,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,4,1,16,1.0002,100.0,0.5154
86,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,4,5,16,0.8769,100.0,0.5763
87,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,4,10,16,0.723,100.0,0.6481
88,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,4,15,16,0.5691,100.0,0.7123
89,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,5,1,16,1.0035,100.0,0.5121
90,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,5,5,16,0.9063,100.0,0.5604
91,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,5,10,16,0.7808,100.0,0.6207
92,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,5,15,16,0.6485,100.0,0.6794
93,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,6,1,16,1.0084,100.0,0.5072
94,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,6,5,16,0.9498,100.0,0.5366
95,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,6,10,16,0.8717,100.0,0.5755
96,alcove,,hinge,abstract,0.0033,0.03,6.5,2,3,6,15,16,0.7843,100.0,0.618
97,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,1,1,16,0.9974,100.0,0.5182
98,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,1,5,16,0.8489,100.0,0.592
99,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,1,10,16,0.6361,100.0,0.692
100,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,1,15,16,0.3162,100.0,0.8182
101,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,2,1,16,1.0041,100.0,0.5115
102,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,2,5,16,0.9109,100.0,0.5581
103,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,2,10,16,0.7835,100.0,0.6206
104,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,2,15,16,0.6312,100.0,0.6909
105,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,3,1,16,1.0008,100.0,0.5148
106,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,3,5,16,0.8824,100.0,0.5734
107,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,3,10,16,0.7344,100.0,0.6433
108,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,3,15,16,0.5861,100.0,0.707
109,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,4,1,16,1.0002,100.0,0.5154
110,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,4,5,16,0.8769,100.0,0.5763
111,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,4,10,16,0.723,100.0,0.6481
112,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,4,15,16,0.5691,100.0,0.7123
113,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,5,1,16,1.0035,100.0,0.5121
114,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,5,5,16,0.9063,100.0,0.5604
115,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,5,10,16,0.7808,100.0,0.6207
116,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,5,15,16,0.6485,100.0,0.6794
117,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,6,1,16,1.0084,100.0,0.5072
118,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,6,5,16,0.9498,100.0,0.5366
119,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,6,10,16,0.8717,100.0,0.5755
120,alcove,,hinge,abstract,0.0033,0.03,6.5,2,4,6,15,16,0.7843,100.0,0.618
121,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,1,1,16,0.9974,100.0,0.5182
122,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,1,5,16,0.8489,100.0,0.592
123,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,1,10,16,0.6361,100.0,0.692
124,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,1,15,16,0.3162,100.0,0.8182
125,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,2,1,16,1.0041,100.0,0.5115
126,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,2,5,16,0.9109,100.0,0.5581
127,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,2,10,16,0.7835,100.0,0.6206
128,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,2,15,16,0.6312,100.0,0.6909
129,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,3,1,16,1.0008,100.0,0.5148
130,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,3,5,16,0.8824,100.0,0.5734
131,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,3,10,16,0.7344,100.0,0.6433
132,alcove,,hinge,abstract,0.0033,0.03,6.5,2,5,3,15,16,0.5861,100.0,0.707
